,VarName,Description,Root_DF,Start,End,DataFrame,recursion_flag
715,SO38,Received prof treatment for social fear in past 12 mths,Social_Phobia,715,715,ncsr,0
716,SO39,Hospitalized overnight for social fear,Social_Phobia,716,716,ncsr,0
717,SO39A,Age 1st hospitalized overnight for social fear,Social_Phobia,717,717,ncsr,0
718,SO39_1,# close relatives with strong fear of social perf situations,Social_Phobia,718,718,ncsr,0
719,SO21B,Worst mth in yr-extent to which fear interfered with work,Social_Phobia,719,719,ncsr,0
720,AAG6A4,Was it not before teenager,Agoraphobia,720,720,ncsr,0
721,AG26B1,Estimate age 1st worry/anxious/nervous + other probs,Agoraphobia,721,721,ncsr,0
722,AG26B2,1st worry + other problems before started school,Agoraphobia,722,722,ncsr,0
723,AG26B3,1st worry + other problems before teenager,Agoraphobia,723,723,ncsr,0
724,AG1,Ever strongly fear being home alone,Agoraphobia,724,724,ncsr,0
725,AG1B,Ever strongly fear being in crowds,Agoraphobia,725,725,ncsr,0
726,AG1C,Ever strongly fear traveling away from home,Agoraphobia,726,726,ncsr,0
727,AG1D,Ever strongly fear traveling alone or away from home alone,Agoraphobia,727,727,ncsr,0
728,AG1E,Ever strongly fear using public transportation,Agoraphobia,728,728,ncsr,0
729,AG1F,Ever strongly fear driving a car,Agoraphobia,729,729,ncsr,0
730,AG1G,Ever strongly fear standing in line in public places,Agoraphobia,730,730,ncsr,0
731,AG1H,Ever strongly fear being in stores/malls,Agoraphobia,731,731,ncsr,0
732,AG1I,Ever strongly fear being in large auditoriums,Agoraphobia,732,732,ncsr,0
733,AG1J,Ever strongly fear being in restaurants or other public place,Agoraphobia,733,733,ncsr,0
734,AG1K,Ever strongly fear being in wide open field or street,Agoraphobia,734,734,ncsr,0
735,AG3INTR1,Remember exact age 1st time had fear of one situation,Agoraphobia,735,735,ncsr,0
736,AG3INTR2,Remember exact age 1st time had fear of one situation,Agoraphobia,736,736,ncsr,0
737,AG3A,Age 1st fear when being alone or in public situation,Agoraphobia,737,737,ncsr,0
738,AAG3B1,Estimate age 1st fears,Agoraphobia,738,738,ncsr,0
739,AAG3B2,"1st fears before start school, AG3B",Agoraphobia,739,739,ncsr,0
740,AAG3B3,"1st fears before teenager, AG3B",Agoraphobia,740,740,ncsr,0
741,AAG3B4,"Qualifier, AG3B",Agoraphobia,741,741,ncsr,0
742,AG4A,Fear experienced: being alone or separate from love,Agoraphobia,742,742,ncsr,0
743,AG4B,Which fear experienced:danger/being robbed or assaulted,Agoraphobia,743,743,ncsr,0
744,AG4C,Fear experienced: getting sick to stomach or diarrhea,Agoraphobia,744,744,ncsr,0
745,AG4D,Which fear experienced: having panic attack,Agoraphobia,745,745,ncsr,0
746,AG4E,Fear experienced: heart attack or other emergency,Agoraphobia,746,746,ncsr,0
747,AG4F,Fear experienced: physically ill/unable to get help,Agoraphobia,747,747,ncsr,0
748,AG4G,Fear experienced: difficult or embarrassing to escape,Agoraphobia,748,748,ncsr,0
749,AG4H,Fear experienced: other terrible things might happen,Agoraphobia,749,749,ncsr,0
750,AAG6A1,Age 1st avoid public situations,Agoraphobia,750,750,ncsr,0
751,AAG6A2,"Avoided public before started school, AAG6A1",Agoraphobia,751,751,ncsr,0
752,AAG6A3,"Avoided public before teeager, AAG6A1",Agoraphobia,752,752,ncsr,0
753,AG8,Particular event 1st caused fears,Agoraphobia,753,753,ncsr,0
754,AG8A,Had panic attack as result of event,Agoraphobia,754,754,ncsr,0
755,AG9A,In most severe fear-heart raced,Agoraphobia,755,755,ncsr,0
756,AG9B,In most severe fear-sweat,Agoraphobia,756,756,ncsr,0
757,AG9C,In most severe fear-tremble,Agoraphobia,757,757,ncsr,0
758,AG9D,In most severe fear-dry mouth,Agoraphobia,758,758,ncsr,0
759,AG11,During fear-ever have one/more reaction,Agoraphobia,759,759,ncsr,0
760,AG11A,During fear-trouble breathing,Agoraphobia,760,760,ncsr,0
761,AG11B,During fear- feel like choking,Agoraphobia,761,761,ncsr,0
762,AG11C,During fear-have pain in chest,Agoraphobia,762,762,ncsr,0
763,AG11D,During fear-sick to stomach,Agoraphobia,763,763,ncsr,0
764,AG11E,During fear-feel dizzy/faint,Agoraphobia,764,764,ncsr,0
765,AG11F,During fear-fear losing control/go crazy/pass out,Agoraphobia,765,765,ncsr,0
766,AG11G,During fear-afraid you might die,Agoraphobia,766,766,ncsr,0
767,AG11H,During fear-chills/hot flushes,Agoraphobia,767,767,ncsr,0
768,AG11I,During fear- felt numbness or tingling,Agoraphobia,768,768,ncsr,0
769,AG11J,During fear-feel like not really there,Agoraphobia,769,769,ncsr,0
770,AG11K,During fear-feel things unreal/dreamlike,Agoraphobia,770,770,ncsr,0
771,AG13,Ever unable to leave home for day due to fear,Agoraphobia,771,771,ncsr,0
772,AG13A,Length time unable to leave home due to fear,Agoraphobia,772,772,ncsr,0
773,AG13A1,"Unit of time unable to leave home due to fear, AG13A",Agoraphobia,773,773,ncsr,0
774,AG14,Unable to leave home without family/friend,Agoraphobia,774,774,ncsr,0
775,AG15,Extent  fear situations interf with work/social life/relations,Agoraphobia,775,775,ncsr,0
776,AG16,Ever time felt emotionally upset/worried/disapp due to fear,Agoraphobia,776,776,ncsr,0
777,AG17,Strong fear or avoid situations in the past year,Agoraphobia,777,777,ncsr,0
778,AG17A,When avoided situations in the past year,Agoraphobia,778,778,ncsr,0
779,AG17B,Age last time avoided situations due to fear,Agoraphobia,779,779,ncsr,0
780,AG18,Severity of fear if faced today with sit that scares most,Agoraphobia,780,780,ncsr,0
781,AG19,How often avoid feared situations in the past year,Agoraphobia,781,781,ncsr,0
782,AG20A,Severe mth-extent to which fear interfere home mgmt,Agoraphobia,782,782,ncsr,0
783,AG20C,Severe month-extent to which fear interf form/maintain rel,Agoraphobia,783,783,ncsr,0
784,AG20D,Severe month-exent to which fear interfere with social life,Agoraphobia,784,784,ncsr,0
785,AG22,# of days in past yr unable to carry out acts due to fear,Agoraphobia,785,785,ncsr,0
786,AG24,Ever talked to Medical professional about fear,Agoraphobia,786,786,ncsr,0
787,AG24A,Age 1st time talk professional for fear,Agoraphobia,787,787,ncsr,0
788,AG35,Received helpful/effective treatment for fear,Agoraphobia,788,788,ncsr,0
789,AG35A,Age 1st got helpful/effective treatment for fear,Agoraphobia,789,789,ncsr,0
790,AG35B,Total profs seen for fear incl helpful treatment doc,Agoraphobia,790,790,ncsr,0
791,AG35C,# of professionals ever talked to about fear,Agoraphobia,791,791,ncsr,0
792,AG37,Received professional treatment for fear in past year,Agoraphobia,792,792,ncsr,0
793,AG38,Ever hospitalized overnight for fear?,Agoraphobia,793,793,ncsr,0
794,AG38A,Age 1st time hospitalized overnight for fear,Agoraphobia,794,794,ncsr,0
795,AG38_1,# of close relatives w/ fear of home alone/crowds/away,Agoraphobia,795,795,ncsr,0
796,AG20B,Severe mth-extent to which fear interf with ability to work,Agoraphobia,796,796,ncsr,0
797,G101,Worried period-what was anxious about-1st mention,Generalized_Anxiety_Disorder,797,797,ncsr,0
798,G102,Worried period-what was anxious about-2nd mention,Generalized_Anxiety_Disorder,798,798,ncsr,0
799,G103,Worried period-what was anxious about-3rd mention,Generalized_Anxiety_Disorder,799,799,ncsr,0
800,G104,Worried period-what was anxious about-4th mention,Generalized_Anxiety_Disorder,800,800,ncsr,0
801,G105,Worried period-what was anxious about-5th mention,Generalized_Anxiety_Disorder,801,801,ncsr,0
802,G106,Worried period-what was anxious about-6th mention,Generalized_Anxiety_Disorder,802,802,ncsr,0
803,G107,Worried period-what was anxious about-7th mention,Generalized_Anxiety_Disorder,803,803,ncsr,0
804,G108,Worried period-what was anxious about-8th mention,Generalized_Anxiety_Disorder,804,804,ncsr,0
805,G109,Worried period-what was anxious about-9th mention,Generalized_Anxiety_Disorder,805,805,ncsr,0
806,G110,Worried period-what was anxious about-10th mention,Generalized_Anxiety_Disorder,806,806,ncsr,0
807,G111,Worried period-what was anxious about-11th mention,Generalized_Anxiety_Disorder,807,807,ncsr,0
808,G112,Worried period-what was anxious about-12th mention,Generalized_Anxiety_Disorder,808,808,ncsr,0
809,G113,Worried period-what was anxious about-13th mention,Generalized_Anxiety_Disorder,809,809,ncsr,0
810,G114,Worried period-what was anxious about-14th mention,Generalized_Anxiety_Disorder,810,810,ncsr,0
811,G115,Worried period-what was anxious about-15th mention,Generalized_Anxiety_Disorder,811,811,ncsr,0
812,G116,Worried period-what was anxious about-16th mention,Generalized_Anxiety_Disorder,812,812,ncsr,0
813,G117,Worried period-what was anxious about-17th mention,Generalized_Anxiety_Disorder,813,813,ncsr,0
814,G118,Worried period-what was anxious about-18th mention,Generalized_Anxiety_Disorder,814,814,ncsr,0
815,G119,Worried period-what was anxious about-19 mention,Generalized_Anxiety_Disorder,815,815,ncsr,0
816,G120,Worried period-what was anxious about-20th mention,Generalized_Anxiety_Disorder,816,816,ncsr,0
817,G121,Worried period-what was anxious about-21st mention,Generalized_Anxiety_Disorder,817,817,ncsr,0
818,G122,Worried period-what was anxious about-22nd mention,Generalized_Anxiety_Disorder,818,818,ncsr,0
819,G123,Worried period-what was anxious about-23th mention,Generalized_Anxiety_Disorder,819,819,ncsr,0
820,G124,Worried period-what was anxious about-24th mention,Generalized_Anxiety_Disorder,820,820,ncsr,0
821,G125,Worried period-what was anxious about-25th mention,Generalized_Anxiety_Disorder,821,821,ncsr,0
822,G126,Worried period-what was anxious about-26th mention,Generalized_Anxiety_Disorder,822,822,ncsr,0
823,G3,Ever think worry/anxious/nervous excessive,Generalized_Anxiety_Disorder,823,823,ncsr,0
824,G4,How often hard to control worry/anxious/nervous,Generalized_Anxiety_Disorder,824,824,ncsr,0
825,G4A,Freq so nervous that could not think of else regardless,Generalized_Anxiety_Disorder,825,825,ncsr,0
826,G5,Longest period mths/years worry/anxious/nerv most days,Generalized_Anxiety_Disorder,826,826,ncsr,0
827,G5A,"Unit of time worried 1+ mths, G5",Generalized_Anxiety_Disorder,827,827,ncsr,0
828,G9A,Worst worried mth +- felt restless/on edge,Generalized_Anxiety_Disorder,828,828,ncsr,0
829,G9B,Worst worried mth +- got tired easily,Generalized_Anxiety_Disorder,829,829,ncsr,0
830,G9C,Worst worried mth +- more irritable,Generalized_Anxiety_Disorder,830,830,ncsr,0
831,G9D,Worst worried mth +- difficulty concentrate,Generalized_Anxiety_Disorder,831,831,ncsr,0
832,G9E,Worst worried mth +- tense/sore muscles,Generalized_Anxiety_Disorder,832,832,ncsr,0
833,G9F,Worst worried mth +-sleep problems,Generalized_Anxiety_Disorder,833,833,ncsr,0
834,G10A,Worst worried mth +-heart racing,Generalized_Anxiety_Disorder,834,834,ncsr,0
835,G10B,Worst worried mth +-often sweat,Generalized_Anxiety_Disorder,835,835,ncsr,0
836,G10C,Worst worried mth +- tremble,Generalized_Anxiety_Disorder,836,836,ncsr,0
837,G10D,Worst worried mth +- had dry mouth,Generalized_Anxiety_Disorder,837,837,ncsr,0
838,G10E,Worst worried mth +- felt sad/depressed most of time,Generalized_Anxiety_Disorder,838,838,ncsr,0
839,G13A,Worst worried mth +- feel dizzy/lightheaded,Generalized_Anxiety_Disorder,839,839,ncsr,0
840,G13B,Worst worried month +-short of breath,Generalized_Anxiety_Disorder,840,840,ncsr,0
841,G13C,Worst worried mth +-felt like choking,Generalized_Anxiety_Disorder,841,841,ncsr,0
842,G13D,Worst worried month+- had chest pain,Generalized_Anxiety_Disorder,842,842,ncsr,0
843,G13E,Worst worried month +- had stomach pain,Generalized_Anxiety_Disorder,843,843,ncsr,0
844,G13F,Worst worried mth +-felt nausea,Generalized_Anxiety_Disorder,844,844,ncsr,0
845,G13G,Worst worried mth +-feel unreal,Generalized_Anxiety_Disorder,845,845,ncsr,0
846,G13H,Worst worried mth +-feel things unreal,Generalized_Anxiety_Disorder,846,846,ncsr,0
847,G13I,Worst worried mth +-fear of losing control/going crazy,Generalized_Anxiety_Disorder,847,847,ncsr,0
848,G13J,Worst worried mth +-fear passing out,Generalized_Anxiety_Disorder,848,848,ncsr,0
849,G13K,Worst worried mth +-afraid you might die,Generalized_Anxiety_Disorder,849,849,ncsr,0
850,G13L,Worst worried mth +hot flushes/chills,Generalized_Anxiety_Disorder,850,850,ncsr,0
851,G13M,Worst worried mth +-numbness,Generalized_Anxiety_Disorder,851,851,ncsr,0
852,G13N,Worst worried mth +-lump in throat,Generalized_Anxiety_Disorder,852,852,ncsr,0
853,G13O,Worst worried mth +-easily startled,Generalized_Anxiety_Disorder,853,853,ncsr,0
854,G15,Severity of emotional distress exp due to worry/anxiety,Generalized_Anxiety_Disorder,854,854,ncsr,0
855,G17,Extent which wry/anx/nerv interf with work/social/relations,Generalized_Anxiety_Disorder,855,855,ncsr,0
856,G17A,How often unable work/acts due to worry/anxious/nervous,Generalized_Anxiety_Disorder,856,856,ncsr,0
857,G18A,Worry/anxious/nervous ever due to phys ill/med/drugs/alc,Generalized_Anxiety_Disorder,857,857,ncsr,0
858,G18B,Worry/anxious/nervous always due to phys ill/med/drug/alc,Generalized_Anxiety_Disorder,858,858,ncsr,0
859,G26,Remember age 1st worry/anxious/nervous + other probs,Generalized_Anxiety_Disorder,859,859,ncsr,0
860,G26A,Age 1st worry/anxious/nervous episode + other probs,Generalized_Anxiety_Disorder,860,860,ncsr,0
861,G26C,1st worry/anx/nerv episode due to stressful exp/out of blue,Generalized_Anxiety_Disorder,861,861,ncsr,0
862,G27,Worry/anxious/nervous epis 1+ mth in past year,Generalized_Anxiety_Disorder,862,862,ncsr,0
863,G27A,Recent worry/anxiety episode,Generalized_Anxiety_Disorder,863,863,ncsr,0
864,G27A_1,# of worry/anxious/nervous episodes past year,Generalized_Anxiety_Disorder,864,864,ncsr,0
865,G27A_4,Length so far of last worried episode,Generalized_Anxiety_Disorder,865,865,ncsr,0
866,G27A_4A,"Unit of time of last worried episode, G27A.4A",Generalized_Anxiety_Disorder,866,866,ncsr,0
867,G27A_6,Worried episode ended or still ongoing,Generalized_Anxiety_Disorder,867,867,ncsr,0
868,G27A_7,Length of 1st worried episode in past year,Generalized_Anxiety_Disorder,868,868,ncsr,0
869,G27A_7A,"Unit of time of 1st worried episode in past yr, G27A.7",Generalized_Anxiety_Disorder,869,869,ncsr,0
870,G27A_9,Recent worried episode ended or ongoing,Generalized_Anxiety_Disorder,870,870,ncsr,0
871,G27B,# of months in past year had worried episode,Generalized_Anxiety_Disorder,871,871,ncsr,0
872,G27C,Age last time had 1 of these worried episodes,Generalized_Anxiety_Disorder,872,872,ncsr,0
873,G28,Lifetime # of worry/anxious/nervous episodes 1+ mth,Generalized_Anxiety_Disorder,873,873,ncsr,0
874,G30,Length of worried episode,Generalized_Anxiety_Disorder,874,874,ncsr,0
875,G30A,Unit time episode last,Generalized_Anxiety_Disorder,875,875,ncsr,0
876,G31,Length of longest worried episode,Generalized_Anxiety_Disorder,876,876,ncsr,0
877,G31A,Unit time longest episode,Generalized_Anxiety_Disorder,877,877,ncsr,0
878,G31_1,# episodes brought on by stressful experience,Generalized_Anxiety_Disorder,878,878,ncsr,0
879,G32,# years in lifetime having at least 1 episode,Generalized_Anxiety_Disorder,879,879,ncsr,0
880,G34,Longest continuous # of years w/ 1 + episodes per year,Generalized_Anxiety_Disorder,880,880,ncsr,0
881,G36A,Worst worried mth +-often tense,Generalized_Anxiety_Disorder,881,881,ncsr,0
882,G36B,Worst worried mth +-often butterflies in stomach,Generalized_Anxiety_Disorder,882,882,ncsr,0
883,G36C,Worst worried mth +-often restless,Generalized_Anxiety_Disorder,883,883,ncsr,0
884,G36D,Worst worried mth +-often sudden panic,Generalized_Anxiety_Disorder,884,884,ncsr,0
885,G36E,Worst worried mth +-often worrying thoughts,Generalized_Anxiety_Disorder,885,885,ncsr,0
886,G36F,Worst worried mth +-often at ease and relaxed,Generalized_Anxiety_Disorder,886,886,ncsr,0
887,G36G,Worst worried mth +-often frighten/awful going to happen,Generalized_Anxiety_Disorder,887,887,ncsr,0
888,G37,Worried by frightened feeling,Generalized_Anxiety_Disorder,888,888,ncsr,0
889,G38A,Extent which severe worry interfered w/ home mgmt,Generalized_Anxiety_Disorder,889,889,ncsr,0
890,G38B,Extent which severe worry interfered w/ ability to work,Generalized_Anxiety_Disorder,890,890,ncsr,0
891,G38C,Extent which severe worry interf w/ form/maint relations,Generalized_Anxiety_Disorder,891,891,ncsr,0
892,G38D,Extent which severe worry interfered w/ social life,Generalized_Anxiety_Disorder,892,892,ncsr,0
893,G40,# of days past year unable to work/acts due worry/anxious,Generalized_Anxiety_Disorder,893,893,ncsr,0
894,G44,Saw medical doc or professional for worry/anxious/nervous,Generalized_Anxiety_Disorder,894,894,ncsr,0
895,G44A,Age 1st talked to med professional about worry/anx/nerv,Generalized_Anxiety_Disorder,895,895,ncsr,0
896,G56,Received helpful/effective treatment for worry/anxious/nerv,Generalized_Anxiety_Disorder,896,896,ncsr,0
897,G56A,Age 1st received helpful/effective trmt for worry/anx/nerv,Generalized_Anxiety_Disorder,897,897,ncsr,0
898,G56B,# prof talked to for worry/anxiety incl helpful trmt doc,Generalized_Anxiety_Disorder,898,898,ncsr,0
899,G56C,# professional talked to about worry/anxious/nervous,Generalized_Anxiety_Disorder,899,899,ncsr,0
900,G58,Received professional treatment for worry in past 12 mths,Generalized_Anxiety_Disorder,900,900,ncsr,0
901,G59,Hospitalized overnight for worry/anxious/nervous,Generalized_Anxiety_Disorder,901,901,ncsr,0
902,G59A,Age 1st hospitalized overnight for worry/anxious/nervous,Generalized_Anxiety_Disorder,902,902,ncsr,0
903,G59_1,# close relatives were worried/anxious people,Generalized_Anxiety_Disorder,903,903,ncsr,0
904,IED3A,# attacks in life lost control/broke things/hurt or threaten,Intermittent_Explosive_Disorder,904,904,ncsr,0
905,IED3B,# attacks in life lost control/broke things/hurt or threaten,Intermittent_Explosive_Disorder,905,905,ncsr,0
906,IED3C,# attack in life lost control/broke or smash something,Intermittent_Explosive_Disorder,906,906,ncsr,0
907,IED3D,# attacks lost control/hurt or threaten to hurt someone,Intermittent_Explosive_Disorder,907,907,ncsr,0
908,IED3E,# attack lost control/threatened to hurt someone,Intermittent_Explosive_Disorder,908,908,ncsr,0
909,IED5,Anger attacks occurred without good reason,Intermittent_Explosive_Disorder,909,909,ncsr,0
910,IED5A,Anger occur in situations most people wouldn't have attack,Intermittent_Explosive_Disorder,910,910,ncsr,0
911,IED5B,Lot more angry than most during attack,Intermittent_Explosive_Disorder,911,911,ncsr,0
912,IED6,Unavoidable impulse to blow-up before attack,Intermittent_Explosive_Disorder,912,912,ncsr,0
913,IED7,Anger out of control during typical attack,Intermittent_Explosive_Disorder,913,913,ncsr,0
914,IED9,Anger attack usually occurs because of drinking/drug use,Intermittent_Explosive_Disorder,914,914,ncsr,0
915,IED9A,Anger attacks ever occur when not drinking/using drugs,Intermittent_Explosive_Disorder,915,915,ncsr,0
916,IED10,Anger attacks ever result of physical illness or meds,Intermittent_Explosive_Disorder,916,916,ncsr,0
917,IED10B,Anger attacks ever not result of physical illness or meds,Intermittent_Explosive_Disorder,917,917,ncsr,0
918,IED11,Anger attack occur when sad/depressed,Intermittent_Explosive_Disorder,918,918,ncsr,0
919,IED11A,Anger attacks ever occur when not sad/depressed,Intermittent_Explosive_Disorder,919,919,ncsr,0
920,IED13,Cost/replace value of things broken during anger attack,Intermittent_Explosive_Disorder,920,920,ncsr,0
921,IED15,# anger attacks hurt someone that needed med attention,Intermittent_Explosive_Disorder,921,921,ncsr,0
922,IED16,Extent anger attacks interfere w/ work/social life/relations,Intermittent_Explosive_Disorder,922,922,ncsr,0
923,IED16A,Unable to carry out daily activities due to anger,Intermittent_Explosive_Disorder,923,923,ncsr,0
924,IED17,Guilty/embarrassed/regret after anger attack,Intermittent_Explosive_Disorder,924,924,ncsr,0
925,IED18,Remember exact age 1st anger attack,Intermittent_Explosive_Disorder,925,925,ncsr,0
926,IED18A,Remember exact age 1st anger attack,Intermittent_Explosive_Disorder,926,926,ncsr,0
927,IED18B,Approx age 1st attack,Intermittent_Explosive_Disorder,927,927,ncsr,0
928,IED18C,"1st anger attack before 1st started school, IED1",Intermittent_Explosive_Disorder,928,928,ncsr,0
929,IED18D,"1st anger attack before a teenager, IED18B",Intermittent_Explosive_Disorder,929,929,ncsr,0
930,IED19,# different years in lifetime having at least 1 anger attack,Intermittent_Explosive_Disorder,930,930,ncsr,0
931,IED20,Largest # anger attacks in single month,Intermittent_Explosive_Disorder,931,931,ncsr,0
932,IED21,Largest # of anger attacks in single year,Intermittent_Explosive_Disorder,932,932,ncsr,0
933,IED22,Occurrence of recent anger attack,Intermittent_Explosive_Disorder,933,933,ncsr,0
934,IED22A,Age last attack,Intermittent_Explosive_Disorder,934,934,ncsr,0
935,IED23,# weeks in past year had at least one anger attack,Intermittent_Explosive_Disorder,935,935,ncsr,0
936,IED24,# total attacks during past 12 months,Intermittent_Explosive_Disorder,936,936,ncsr,0
937,IED25A,During attack in week-slam door/kick chair/throw clothes,Intermittent_Explosive_Disorder,937,937,ncsr,0
938,IED25B,During attack in week-break something,Intermittent_Explosive_Disorder,938,938,ncsr,0
939,IED25C,During attack in week-broke several things,Intermittent_Explosive_Disorder,939,939,ncsr,0
940,IED25D,During attack in week-set fire or destroyed property,Intermittent_Explosive_Disorder,940,940,ncsr,0
941,IED25E,During attack in week-injured/tortured animal,Intermittent_Explosive_Disorder,941,941,ncsr,0
942,IED25F,During attack in week-threatend someone,Intermittent_Explosive_Disorder,942,942,ncsr,0
943,IED25G,Attack in week-hurt someone that needed med attention,Intermittent_Explosive_Disorder,943,943,ncsr,0
944,IED25H,Attack in week-hurt someone didn't need medical attention,Intermittent_Explosive_Disorder,944,944,ncsr,0
945,IED26A,Extent severe attack interfere home management,Intermittent_Explosive_Disorder,945,945,ncsr,0
946,IED26B,Extent severe attack interfere with ability to work,Intermittent_Explosive_Disorder,946,946,ncsr,0
947,IED26C,Extent severe attack interfere with form/maint relations,Intermittent_Explosive_Disorder,947,947,ncsr,0
948,IED26D,Extent severe attack interfere social life,Intermittent_Explosive_Disorder,948,948,ncsr,0
949,IED28,# days past yr unable carry out normal acts due to anger,Intermittent_Explosive_Disorder,949,949,ncsr,0
950,IED29,Talked to medical doc or professional about anger attacks,Intermittent_Explosive_Disorder,950,950,ncsr,0
951,IED29A,Age 1st talk to profssional about anger attacks,Intermittent_Explosive_Disorder,951,951,ncsr,0
952,IED30,Received helpful/effective treatment for anger attack,Intermittent_Explosive_Disorder,952,952,ncsr,0
953,IED30A,Age 1st got helpful/effective treatment for anger,Intermittent_Explosive_Disorder,953,953,ncsr,0
954,IED30B,Total profs seen for anger incl helpful treatment doc,Intermittent_Explosive_Disorder,954,954,ncsr,0
955,IED30C,# professional ever talked to about anger attack,Intermittent_Explosive_Disorder,955,955,ncsr,0
956,IED32,Receive professional treatment for anger past yr,Intermittent_Explosive_Disorder,956,956,ncsr,0
957,IED33,Hospitalized overnight for anger,Intermittent_Explosive_Disorder,957,957,ncsr,0
958,IED33A,Age 1st hospitalized overnight for anger,Intermittent_Explosive_Disorder,958,958,ncsr,0
959,IED33_1,# of close relatives had repeated anger attacks,Intermittent_Explosive_Disorder,959,959,ncsr,0
960,SD2,Seriously thought about committing suicide,Suicidality,960,960,ncsr,0
961,SD2A,Age 1st thought seriously about commiting suicide,Suicidality,961,961,ncsr,0
962,SD3,Seriously thought about committing suicide in past 12 mths,Suicidality,962,962,ncsr,0
963,SD3A,Age last seriously thought about suicide,Suicidality,963,963,ncsr,0
964,SD4,Made plan for committing suicide,Suicidality,964,964,ncsr,0
965,SD4A,Age 1st made suicide plan,Suicidality,965,965,ncsr,0
966,SD5,Made suicide plan in past 12 mths,Suicidality,966,966,ncsr,0
967,SD5A,Age last made suicide plan,Suicidality,967,967,ncsr,0
968,SD6,Ever attempted suicide,Suicidality,968,968,ncsr,0
969,SD6A,# suicide attempts in lifetime,Suicidality,969,969,ncsr,0
970,SD8,Age 1st time attempted suicide,Suicidality,970,970,ncsr,0
971,SD9,Situation during 1st suicide attempt,Suicidality,971,971,ncsr,0
972,SD10,Attempted suicide in past 12 mths,Suicidality,972,972,ncsr,0
973,SD10A,Age last time attempted suicide,Suicidality,973,973,ncsr,0
974,SD14,Situation during last suicide attempt,Suicidality,974,974,ncsr,0
975,SD15,Seriously thought about committing suicide,Suicidality,975,975,ncsr,0
976,SD15A,Age 1st thought of committing suicide,Suicidality,976,976,ncsr,0
977,SD16,Seriously thought about committing suicide in past 12 mths,Suicidality,977,977,ncsr,0
978,SD16A,Age last thoughts about committing suicide,Suicidality,978,978,ncsr,0
979,SD17,Made plan for committing suicide,Suicidality,979,979,ncsr,0
980,SD17A,Age 1st made suicide plan,Suicidality,980,980,ncsr,0
981,SD18,Made suicide plan in last 12 mths,Suicidality,981,981,ncsr,0
982,SD18A,Age last made suicide plan,Suicidality,982,982,ncsr,0
983,SD19,Ever attempted suicide,Suicidality,983,983,ncsr,0
984,SD19A,# of times attempted suicide in lifetime,Suicidality,984,984,ncsr,0
985,SD21,Age 1st time attempted suicide,Suicidality,985,985,ncsr,0
986,SD22,Situation during 1st suicide attempt,Suicidality,986,986,ncsr,0
987,SD23,Attempted suicide in past 12 mths,Suicidality,987,987,ncsr,0
988,SD23A,Age last time attempted suicide,Suicidality,988,988,ncsr,0
989,SD27,Situation during last suicide attempt,Suicidality,989,989,ncsr,0
990,SR2,Overnight stay in hosp/facility for mental health/drug-alc use,Services,990,990,ncsr,0
991,SR3,# times hospitalized for mental health/substance use,Services,991,991,ncsr,0
992,SR5A,When overnight stay in hosp/facility for mental health/drug-alc,Services,992,992,ncsr,0
993,SR5B,Age hospitalized overnight for mental health/substance use,Services,993,993,ncsr,0
994,SR5C,Length hospitalization mental health/substance use,Services,994,994,ncsr,0
995,SR5D,Unit time hospitalized mental health/substance use,Services,995,995,ncsr,0
996,SR6A,Duration all hospitalizations mental health,Services,996,996,ncsr,0
997,SR6B,Unit time hospitalized mental health/substance use,Services,997,997,ncsr,0
998,SR7,Age 1st hospitalized overnight for mental health/sub use,Services,998,998,ncsr,0
999,SR8,Hospitalized for mental health in past 12 mths,Services,999,999,ncsr,0
1000,SR8A,Age most recent hospitalization for mental health,Services,1000,1000,ncsr,0
1001,SR9A,Past year-duration hospitalized mental health,Services,1001,1001,ncsr,0
1002,SR9B,Unit of time hospitalized for mental health in past 12 mths,Services,1002,1002,ncsr,0
1003,SR9_1,Internet support group/chat room for help w/ emotions/nerves,Services,1003,1003,ncsr,0
1004,SR9_1A,Last time used online support group for help w/ emotions,Services,1004,1004,ncsr,0
1005,SR9_1B,# of times used online support group for emot in past 12 mths,Services,1005,1005,ncsr,0
1006,SR10,Attend self-help group for emotions in lifetime,Services,1006,1006,ncsr,0
1007,SR10A,Age 1st self-help group for emotions,Services,1007,1007,ncsr,0
1008,SR10B,Last time used self-help group for emotion,Services,1008,1008,ncsr,0
1009,SR10C,# times self-help group meetings for emotions in past year,Services,1009,1009,ncsr,0
1010,SR11,Used hotline for problems with emotions/nerves,Services,1010,1010,ncsr,0
1011,SR11A,Age 1st used hotline for emotions/nerves,Services,1011,1011,ncsr,0
1012,SR11B,Last time used hotline for emotions/nerves,Services,1012,1012,ncsr,0
1013,SR11C,# of times used hotline for emotions/nerves in past year,Services,1013,1013,ncsr,0
1014,SR12,Professional psych counsel or therapy for 30 min +,Services,1014,1014,ncsr,0
1015,SR12A,Age 1st session of psych counsel/therapy,Services,1015,1015,ncsr,0
1016,SR13,Received meds for emotions/mental health from professional,Services,1016,1016,ncsr,0
1017,SR13A,Age 1st prescription for emotions,Services,1017,1017,ncsr,0
1018,SR16,Seen professional for emotions/nerves/sub use in lifetime,Services,1018,1018,ncsr,0
1019,SR1701,Talked to professional about mental health:1st mention,Services,1019,1019,ncsr,0
1020,SR1702,Talked to professional about mental health:2nd mention,Services,1020,1020,ncsr,0
